interaction_id,user_id,search_category,recommended_platform,chosen_platform,recommended_price,chosen_price,delivery_time,coupon_used,cashback_used,user_clicked_recommendation,booking_completed,savings_amount,user_rating,timestamp
INT007719,USER00053,Ride,Uber,Uber,43.69,43.69,0.02,Yes,No,Yes,Yes,50.66,5,2026-04-03 02:54:52
INT007720,USER02405,Shopping,Ajio,Ajio,1490.53,1490.53,72.0,Yes,No,Yes,Yes,478.06,4,2026-07-23 10:40:56
INT007721,USER02232,Food,Zomato,Zomato,180.55,180.55,0.78,Yes,No,Yes,Yes,73.38,5,2026-07-03 12:02:23
INT007722,USER00028,Shopping,Ajio,Flipkart,1678.85,2165.28,24.0,No,No,No,No,0.0,4,2026-07-28 12:15:22
INT007723,USER00774,Ride,Ola,Ola,247.36,247.36,0.07,Yes,No,Yes,Yes,108.09,4,2026-03-30 22:32:09
INT007724,USER00074,Shopping,Ajio,Ajio,6082.11,6082.11,24.0,No,No,Yes,Yes,2316.11,5,2026-07-02 17:17:45
INT007725,USER00217,Food,Swiggy,Swiggy,127.72,127.72,0.47,No,No,No,Yes,43.71,5,2026-05-21 06:59:50
INT007726,USER00498,Food,Swiggy,Swiggy,238.13,238.13,0.5,No,Yes,Yes,Yes,64.77,3,2026-05-27 12:39:49
INT007727,USER02691,Food,Zomato,Zomato,146.2,146.2,0.68,No,Yes,Yes,Yes,9.51,5,2026-07-12 03:49:25
INT007728,USER01766,Food,Zomato,Zomato,150.18,150.18,0.38,No,No,Yes,Yes,108.62,5,2026-02-09 03:12:30
INT007729,USER00608,Food,Swiggy,Swiggy,287.02,287.02,0.52,No,No,No,No,81.92,2,2026-06-17 15:30:04
INT007730,USER00651,Ride,Uber,Uber,411.66,411.66,0.1,No,Yes,Yes,Yes,133.21,5,2026-02-28 20:00:00
INT007731,USER02909,Ride,Ola,Ola,286.85,286.85,0.15,No,No,No,Yes,25.87,5,2026-07-18 00:07:22
INT007732,USER00051,Ride,Rapido,Rapido,573.01,573.01,0.07,No,No,No,Yes,27.08,4,2026-03-09 15:51:13
INT007733,USER00032,Ride,Ola,Ola,343.86,343.86,0.1,No,Yes,Yes,Yes,55.12,4,2026-07-12 13:23:43
INT007734,USER00646,Shopping,Amazon,Amazon,3142.41,3142.41,24.0,Yes,No,No,Yes,555.09,5,2026-05-26 13:31:26
INT007735,USER00300,Shopping,Flipkart,Flipkart,2824.52,2824.52,48.0,Yes,Yes,Yes,Yes,1242.41,5,2026-04-27 18:27:35
INT007736,USER00759,Medicine,PharmEasy,PharmEasy,71.14,71.14,26.6,Yes,No,No,Yes,49.78,4,2026-02-17 08:06:06
INT007737,USER00291,Shopping,Flipkart,Flipkart,73826.94,73826.94,168.0,Yes,No,Yes,Yes,19713.34,5,2026-04-25 07:41:17
INT007738,USER00795,Food,Swiggy,Swiggy,245.94,245.94,0.77,No,No,Yes,Yes,18.15,5,2026-03-29 16:50:36
INT007739,USER01014,Shopping,Flipkart,Flipkart,8682.83,8682.83,48.0,No,No,No,Yes,2246.41,4,2026-07-27 19:03:15
INT007740,USER02296,Shopping,Amazon,Amazon,1892.22,1892.22,168.0,No,No,Yes,No,952.55,3,2026-07-28 13:13:42
INT007741,USER00663,Medicine,Apollo,Apollo,69.18,69.18,6.1,No,No,Yes,Yes,5.93,5,2026-07-19 20:22:22
INT007742,USER02222,Food,Swiggy,Swiggy,183.08,183.08,0.53,No,No,Yes,Yes,180.58,5,2026-05-02 09:19:18
INT007743,USER01719,Medicine,PharmEasy,PharmEasy,89.21,89.21,80.9,No,No,Yes,Yes,4.57,5,2026-03-05 11:34:58
INT007744,USER00634,Shopping,Ajio,Ajio,2049.16,2049.16,72.0,No,Yes,Yes,Yes,1574.21,5,2026-03-31 05:52:41
INT007745,USER00111,Shopping,Amazon,Flipkart,2221.69,4651.98,24.0,No,Yes,No,No,0.0,2,2026-04-21 01:08:09
INT007746,USER01032,Medicine,Apollo,Apollo,52.11,52.11,5.3,No,No,Yes,Yes,0.0,4,2026-02-06 05:20:43
INT007747,USER00847,Ride,Rapido,Rapido,642.41,642.41,0.12,No,No,No,Yes,348.27,5,2026-04-10 19:14:55
INT007748,USER00296,Shopping,Amazon,Amazon,509.69,509.69,24.0,No,No,Yes,Yes,0.0,5,2026-05-10 18:28:25
INT007749,USER00177,Food,Zomato,Zomato,120.13,120.13,0.57,No,No,No,Yes,104.21,4,2026-06-26 07:21:48
INT007750,USER00277,Shopping,Amazon,Amazon,352.67,352.67,24.0,No,No,Yes,Yes,153.37,5,2026-04-24 12:18:57
INT007751,USER00734,Medicine,Apollo,PharmEasy,13.3,10.88,29.7,No,Yes,No,Yes,5.28,4,2026-05-27 14:45:09
INT007752,USER00781,Ride,Ola,Ola,303.4,303.4,0.08,No,No,No,Yes,38.48,5,2026-06-15 23:26:36
INT007753,USER00807,Shopping,Flipkart,Flipkart,6360.71,6360.71,24.0,Yes,No,Yes,Yes,2720.34,5,2026-07-04 01:33:37
INT007754,USER00104,Shopping,Amazon,Amazon,992.15,992.15,48.0,No,Yes,Yes,Yes,951.77,5,2026-02-10 11:41:18
INT007755,USER01039,Shopping,Flipkart,Flipkart,854.34,854.34,48.0,Yes,No,No,Yes,915.69,4,2026-02-05 16:09:23
INT007756,USER00034,Shopping,Amazon,Amazon,40114.45,40114.45,48.0,Yes,No,Yes,Yes,58671.67,3,2026-05-16 19:10:33
INT007757,USER00054,Shopping,Amazon,Amazon,45833.5,45833.5,72.0,No,No,Yes,Yes,14526.26,5,2026-03-16 01:06:17
INT007758,USER02772,Shopping,Flipkart,Flipkart,8423.66,8423.66,48.0,Yes,No,Yes,Yes,0.0,5,2026-05-14 19:06:10
INT007759,USER01896,Ride,Rapido,Rapido,398.08,398.08,0.12,No,No,Yes,Yes,80.95,5,2026-05-16 18:14:00
INT007760,USER01562,Food,Swiggy,Zomato,146.46,224.95,0.55,No,No,Yes,Yes,0.0,5,2026-07-27 19:22:43
INT007761,USER00081,Food,Zomato,Zomato,222.33,222.33,0.65,Yes,No,Yes,Yes,25.07,5,2026-04-11 23:46:45
INT007762,USER00853,Shopping,Amazon,Amazon,613.38,613.38,72.0,No,No,No,Yes,26.87,4,2026-06-02 06:49:38
INT007763,USER01088,Shopping,Amazon,Amazon,93917.06,93917.06,48.0,No,No,Yes,Yes,0.0,4,2026-02-14 12:12:21
INT007764,USER02126,Food,Zomato,Zomato,116.77,116.77,0.5,Yes,No,Yes,Yes,70.81,5,2026-06-09 10:27:31
INT007765,USER00176,Shopping,Amazon,Amazon,52201.05,52201.05,48.0,No,No,No,Yes,953.57,5,2026-05-11 16:12:15
INT007766,USER01001,Medicine,Apollo,Apollo,111.16,111.16,9.6,Yes,No,No,No,0.0,2,2026-03-24 10:29:28
INT007767,USER00729,Ride,Ola,Rapido,621.87,438.55,0.03,Yes,No,No,Yes,183.32,4,2026-06-30 12:22:17
INT007768,USER00040,Shopping,Amazon,Amazon,74654.99,74654.99,288.0,No,No,Yes,Yes,11798.5,4,2026-06-29 17:05:03
INT007769,USER02732,Ride,Ola,Ola,208.77,208.77,0.03,Yes,No,Yes,Yes,74.73,5,2026-05-10 15:45:00
INT007770,USER00583,Shopping,Flipkart,Flipkart,10844.94,10844.94,168.0,Yes,Yes,Yes,Yes,4136.87,5,2026-07-07 16:51:41
INT007771,USER00232,Food,Swiggy,Swiggy,99.03,99.03,0.73,No,No,Yes,Yes,28.96,5,2026-03-13 23:17:08
INT007772,USER00060,Shopping,Amazon,Amazon,920.95,920.95,96.0,No,No,Yes,No,498.32,4,2026-03-19 07:35:29
INT007773,USER00095,Food,Swiggy,Swiggy,132.66,132.66,0.57,Yes,No,Yes,Yes,32.84,5,2026-06-06 02:57:53
INT007774,USER00634,Shopping,Flipkart,Amazon,19906.03,22173.45,432.0,Yes,No,No,Yes,0.0,4,2026-03-08 14:34:49
INT007775,USER02936,Shopping,Amazon,Amazon,4197.34,4197.34,96.0,No,No,Yes,Yes,2496.83,5,2026-06-13 18:11:50
INT007776,USER00146,Ride,Uber,Uber,412.33,412.33,0.03,No,No,No,No,61.37,4,2026-04-22 03:04:00
INT007777,USER00574,Ride,Rapido,Rapido,156.71,156.71,0.02,Yes,No,Yes,Yes,37.48,5,2026-03-12 17:52:45
INT007778,USER02923,Shopping,Amazon,Flipkart,2163.02,1564.46,96.0,No,No,No,Yes,598.56,5,2026-06-11 22:43:26
INT007779,USER00015,Medicine,Apollo,Apollo,52.23,52.23,15.3,No,No,No,Yes,3.94,4,2026-04-22 18:35:12
INT007780,USER02204,Ride,Rapido,Rapido,57.53,57.53,0.1,No,No,Yes,Yes,13.41,5,2026-06-20 18:12:09
INT007781,USER02284,Food,Zomato,Zomato,264.73,264.73,0.72,No,Yes,No,Yes,50.2,5,2026-07-13 10:40:26
INT007782,USER02113,Shopping,Ajio,Flipkart,1247.24,2658.55,72.0,No,No,No,Yes,0.0,4,2026-07-14 06:18:49
INT007783,USER02703,Medicine,Apollo,Apollo,101.56,101.56,11.1,Yes,No,Yes,Yes,9.02,3,2026-07-13 21:54:24
INT007784,USER00041,Shopping,Amazon,Amazon,361.0,361.0,24.0,No,No,Yes,Yes,350.84,5,2026-05-11 01:28:03
INT007785,USER01897,Food,Zomato,Zomato,233.44,233.44,0.55,Yes,No,No,Yes,42.04,5,2026-04-20 03:06:53
INT007786,USER01739,Shopping,Flipkart,Flipkart,1031.47,1031.47,24.0,No,Yes,Yes,No,839.61,2,2026-03-08 20:25:54
INT007787,USER01068,Shopping,Flipkart,Flipkart,6266.11,6266.11,96.0,No,No,Yes,Yes,3926.07,5,2026-04-09 08:38:58
INT007788,USER00865,Shopping,Flipkart,Flipkart,984.87,984.87,48.0,No,No,No,Yes,1441.88,5,2026-03-22 03:50:12
INT007789,USER02719,Shopping,Flipkart,Flipkart,2407.94,2407.94,48.0,No,Yes,Yes,Yes,769.46,5,2026-05-18 18:16:10
INT007790,USER00306,Ride,Rapido,Rapido,235.15,235.15,0.1,No,Yes,No,Yes,125.62,5,2026-03-24 19:28:29
INT007791,USER01563,Shopping,Amazon,Amazon,105233.21,105233.21,24.0,No,No,Yes,No,5188.25,4,2026-07-23 11:30:44
INT007792,USER00704,Ride,Ola,Ola,400.09,400.09,0.08,Yes,Yes,No,Yes,24.04,5,2026-07-01 08:49:40
INT007793,USER00216,Medicine,Apollo,PharmEasy,42.15,34.56,36.6,Yes,No,Yes,Yes,7.59,5,2026-02-17 20:25:11
INT007794,USER00504,Food,Swiggy,Swiggy,116.39,116.39,0.58,No,No,Yes,Yes,48.26,5,2026-06-15 16:39:26
INT007795,USER00030,Shopping,Flipkart,Flipkart,44121.94,44121.94,48.0,No,Yes,Yes,Yes,6602.62,4,2026-02-13 11:57:23
INT007796,USER00307,Ride,Ola,Ola,579.24,579.24,0.02,Yes,No,Yes,Yes,340.03,5,2026-06-27 20:10:55
INT007797,USER00086,Shopping,Amazon,Amazon,1049.71,1049.71,24.0,No,No,No,Yes,944.27,5,2026-04-26 01:26:32
INT007798,USER01563,Shopping,Flipkart,Flipkart,1392.4,1392.4,72.0,No,No,No,Yes,74.89,5,2026-07-15 04:41:57
INT007799,USER00937,Food,Zomato,Zomato,155.96,155.96,0.48,No,No,Yes,Yes,0.53,5,2026-04-16 13:16:06
INT007800,USER00801,Shopping,Flipkart,Ajio,4133.19,5152.17,312.0,No,No,No,Yes,0.0,5,2026-03-26 05:49:08
INT007801,USER02518,Food,Zomato,Zomato,115.36,115.36,0.45,No,No,Yes,Yes,14.71,4,2026-03-22 06:37:39
INT007802,USER00032,Food,Swiggy,Swiggy,357.24,357.24,0.33,No,No,Yes,Yes,98.34,4,2026-07-06 06:50:33
INT007803,USER00083,Ride,Ola,Ola,239.41,239.41,0.08,No,No,Yes,Yes,37.31,5,2026-05-28 21:15:32
INT007804,USER01356,Ride,Rapido,Rapido,441.0,441.0,0.2,No,No,No,Yes,74.92,4,2026-05-17 08:51:30
INT007805,USER00144,Ride,Ola,Rapido,294.75,470.68,0.18,No,No,No,Yes,0.0,4,2026-05-01 06:52:27
INT007806,USER01283,Ride,Rapido,Rapido,49.25,49.25,0.02,No,No,Yes,Yes,7.85,4,2026-02-10 05:25:50
INT007807,USER02848,Ride,Rapido,Rapido,454.41,454.41,0.12,No,No,No,Yes,231.76,4,2026-05-30 04:37:36
INT007808,USER01748,Medicine,Apollo,Apollo,77.98,77.98,25.1,Yes,No,Yes,Yes,0.0,4,2026-07-25 02:10:58
INT007809,USER00277,Ride,Ola,Ola,68.45,68.45,0.1,No,No,Yes,Yes,17.05,4,2026-07-09 09:35:07
INT007810,USER02803,Food,Zomato,Zomato,346.42,346.42,0.65,Yes,No,Yes,Yes,176.42,5,2026-03-14 00:06:01
INT007811,USER02272,Shopping,Flipkart,Flipkart,2386.09,2386.09,24.0,Yes,Yes,Yes,Yes,555.82,5,2026-04-29 18:51:10
INT007812,USER00861,Ride,Ola,Ola,610.25,610.25,0.02,Yes,Yes,Yes,Yes,248.81,4,2026-02-11 10:12:16
INT007813,USER01516,Shopping,Flipkart,Flipkart,351.63,351.63,24.0,No,No,Yes,Yes,174.17,4,2026-06-03 01:29:18
INT007814,USER01216,Shopping,Amazon,Amazon,1173.91,1173.91,72.0,Yes,No,Yes,No,269.36,4,2026-02-12 21:15:02
INT007815,USER02483,Shopping,Amazon,Amazon,1562.77,1562.77,120.0,No,No,No,Yes,715.84,4,2026-07-23 20:27:16
INT007816,USER01932,Food,Zomato,Zomato,179.38,179.38,0.63,No,No,Yes,Yes,78.18,5,2026-06-30 13:53:51
INT007817,USER02322,Shopping,Flipkart,Flipkart,3919.3,3919.3,48.0,No,No,Yes,Yes,1130.03,4,2026-06-14 21:56:36
INT007818,USER00914,Shopping,Flipkart,Flipkart,2328.22,2328.22,72.0,No,No,Yes,Yes,247.12,5,2026-07-14 04:11:14
INT007819,USER00158,Food,Swiggy,Swiggy,178.5,178.5,0.35,No,Yes,Yes,Yes,112.0,5,2026-04-09 03:26:25
INT007820,USER00591,Ride,Rapido,Rapido,107.1,107.1,0.12,Yes,Yes,No,Yes,46.76,3,2026-04-23 06:01:36
INT007821,USER00147,Medicine,Apollo,Apollo,62.84,62.84,2.2,No,No,Yes,Yes,0.0,4,2026-07-28 19:30:12
INT007822,USER00825,Medicine,PharmEasy,Apollo,304.35,280.47,0.3,No,No,No,Yes,23.88,5,2026-05-07 21:20:29
INT007823,USER00147,Food,Zomato,Zomato,176.42,176.42,0.52,No,No,No,Yes,71.96,4,2026-05-30 00:43:56
INT007824,USER00107,Ride,Uber,Uber,124.36,124.36,0.05,No,Yes,No,Yes,27.9,4,2026-03-28 23:29:49
INT007825,USER01702,Medicine,Apollo,Apollo,143.61,143.61,23.4,No,No,No,Yes,0.0,5,2026-05-27 16:03:06
INT007826,USER00692,Food,Swiggy,Swiggy,145.64,145.64,0.75,Yes,Yes,Yes,Yes,89.52,4,2026-07-29 23:19:50
INT007827,USER00006,Medicine,Apollo,Apollo,33.17,33.17,4.8,Yes,Yes,No,Yes,10.48,5,2026-02-03 15:47:40
INT007828,USER00166,Shopping,Flipkart,Flipkart,170634.76,170634.76,408.0,No,No,Yes,Yes,26181.6,5,2026-05-22 23:44:05
INT007829,USER00644,Ride,Ola,Ola,499.82,499.82,0.12,No,Yes,No,Yes,254.93,5,2026-07-12 20:12:51
INT007830,USER00955,Shopping,Flipkart,Amazon,14508.55,15537.64,48.0,No,No,Yes,Yes,0.0,4,2026-05-25 11:30:55
INT007831,USER00580,Shopping,Amazon,Amazon,88514.61,88514.61,24.0,No,No,Yes,Yes,0.0,4,2026-04-14 18:53:52
INT007832,USER01190,Ride,Ola,Ola,165.01,165.01,0.1,No,No,No,Yes,73.24,5,2026-07-20 23:33:54
INT007833,USER00045,Shopping,Amazon,Amazon,20906.62,20906.62,192.0,No,No,Yes,Yes,2589.55,4,2026-05-10 17:47:11
INT007834,USER00021,Food,Zomato,Zomato,145.89,145.89,0.37,Yes,No,Yes,Yes,69.23,5,2026-07-05 08:06:34
INT007835,USER02060,Shopping,Amazon,Amazon,978.73,978.73,72.0,No,Yes,Yes,Yes,291.87,4,2026-04-21 19:37:43
INT007836,USER01087,Food,Swiggy,Swiggy,372.34,372.34,0.43,No,No,No,No,7.17,3,2026-06-10 03:21:01
INT007837,USER01516,Medicine,Apollo,Apollo,84.12,84.12,2.7,No,No,No,Yes,17.79,5,2026-06-09 05:17:11
INT007838,USER00978,Food,Swiggy,Swiggy,188.37,188.37,0.55,Yes,No,Yes,Yes,0.0,5,2026-02-27 23:25:32
INT007839,USER02048,Food,Swiggy,Swiggy,147.72,147.72,0.6,No,No,Yes,Yes,39.06,5,2026-07-13 08:57:20
INT007840,USER02004,Shopping,Amazon,Amazon,63337.3,63337.3,72.0,No,No,No,Yes,28254.84,5,2026-02-07 05:27:29
INT007841,USER01396,Shopping,Amazon,Amazon,4318.53,4318.53,48.0,No,No,Yes,Yes,1173.49,4,2026-05-24 08:00:02
INT007842,USER00015,Food,Swiggy,Swiggy,287.02,287.02,0.52,No,No,No,Yes,81.92,5,2026-04-20 10:47:14
INT007843,USER00731,Medicine,Netmeds,Netmeds,14.33,14.33,15.0,No,No,Yes,Yes,9.19,5,2026-05-10 03:13:58
INT007844,USER00467,Food,Zomato,Zomato,205.91,205.91,0.65,No,No,No,No,43.83,1,2026-06-03 22:19:06
INT007845,USER00186,Shopping,Ajio,Flipkart,2380.68,3713.87,24.0,No,No,Yes,No,0.0,2,2026-07-15 03:37:26
INT007846,USER00791,Shopping,Flipkart,Flipkart,6972.88,6972.88,48.0,No,No,Yes,Yes,1314.12,4,2026-07-10 19:27:39
INT007847,USER00009,Ride,Ola,Ola,227.82,227.82,0.03,No,No,No,Yes,72.79,5,2026-03-14 22:12:05
INT007848,USER00030,Food,Zomato,Zomato,371.86,371.86,0.52,No,No,Yes,Yes,8.53,5,2026-06-06 12:43:29
INT007849,USER02165,Medicine,Apollo,Apollo,82.63,82.63,27.9,No,No,Yes,No,14.45,3,2026-03-19 11:05:29
INT007850,USER01174,Shopping,Amazon,Flipkart,34561.42,37558.69,72.0,No,No,No,Yes,0.0,4,2026-03-19 03:30:34
INT007851,USER00430,Shopping,Ajio,Ajio,1839.73,1839.73,96.0,No,No,No,No,1322.79,3,2026-03-21 06:36:24
INT007852,USER00095,Shopping,Amazon,Amazon,13294.65,13294.65,24.0,No,Yes,Yes,Yes,7608.97,5,2026-06-15 16:42:50
INT007853,USER00125,Shopping,Ajio,Ajio,1705.17,1705.17,48.0,Yes,No,Yes,Yes,708.24,5,2026-03-11 01:16:41
INT007854,USER00941,Medicine,Netmeds,Apollo,212.43,269.99,26.8,No,No,No,No,0.0,4,2026-03-14 12:54:43
INT007855,USER00171,Food,Swiggy,Swiggy,201.81,201.81,0.42,No,No,Yes,No,51.87,3,2026-04-26 22:19:23
INT007856,USER02935,Medicine,Apollo,Apollo,103.29,103.29,15.5,Yes,Yes,Yes,Yes,12.0,5,2026-03-05 22:56:57
INT007857,USER00238,Ride,Uber,Uber,134.71,134.71,0.17,No,No,No,Yes,3.01,5,2026-07-26 01:32:46
INT007858,USER01080,Food,Swiggy,Swiggy,207.16,207.16,0.63,Yes,No,Yes,Yes,85.61,5,2026-04-27 12:53:10
INT007859,USER00139,Shopping,Amazon,Amazon,616.75,616.75,48.0,No,No,Yes,Yes,173.87,4,2026-04-11 06:47:51
INT007860,USER00387,Shopping,Flipkart,Flipkart,44391.95,44391.95,48.0,Yes,No,Yes,No,0.0,2,2026-02-28 19:25:09
INT007861,USER00290,Medicine,Apollo,Apollo,70.3,70.3,3.7,No,No,Yes,Yes,0.0,4,2026-04-26 15:23:08
INT007862,USER00037,Ride,Ola,Ola,249.2,249.2,0.05,Yes,Yes,Yes,Yes,199.01,5,2026-03-17 05:18:22
INT007863,USER01697,Food,Zomato,Zomato,68.74,68.74,0.4,No,No,Yes,Yes,26.51,5,2026-03-02 03:37:22
INT007864,USER01630,Food,Swiggy,Swiggy,126.57,126.57,0.5,Yes,No,Yes,Yes,114.03,4,2026-03-06 11:13:30
INT007865,USER00061,Ride,Ola,Ola,262.83,262.83,0.13,No,Yes,Yes,Yes,83.23,5,2026-06-29 10:03:26
INT007866,USER00047,Ride,Ola,Ola,402.2,402.2,0.05,No,No,Yes,Yes,183.88,4,2026-02-15 20:07:43
INT007867,USER01792,Food,Zomato,Zomato,291.93,291.93,0.5,No,No,Yes,Yes,50.12,4,2026-02-23 12:17:58
INT007868,USER00987,Food,Swiggy,Swiggy,169.55,169.55,0.53,No,No,Yes,Yes,9.11,5,2026-03-13 04:33:48
INT007869,USER02042,Medicine,Netmeds,Netmeds,35.64,35.64,14.9,No,No,Yes,Yes,17.3,4,2026-05-27 00:37:38
INT007870,USER00192,Shopping,Ajio,Ajio,535.33,535.33,96.0,No,No,No,Yes,816.18,5,2026-04-23 23:43:03
INT007871,USER00213,Shopping,Flipkart,Flipkart,2285.0,2285.0,48.0,No,Yes,Yes,Yes,1612.48,5,2026-05-03 07:56:00
INT007872,USER01037,Medicine,Netmeds,Netmeds,84.69,84.69,16.7,No,Yes,No,Yes,5.8,4,2026-07-16 03:49:02
INT007873,USER00545,Ride,Rapido,Uber,554.85,427.95,0.07,No,No,No,Yes,126.9,5,2026-02-14 16:19:28
INT007874,USER02573,Ride,Uber,Uber,379.21,379.21,0.02,No,No,Yes,Yes,9.96,5,2026-04-21 13:38:02
INT007875,USER00011,Food,Swiggy,Swiggy,352.67,352.67,0.87,Yes,Yes,Yes,Yes,57.7,5,2026-05-02 00:50:09
INT007876,USER00006,Food,Swiggy,Swiggy,93.0,93.0,0.43,No,Yes,Yes,Yes,14.14,5,2026-07-02 06:49:04
INT007877,USER02094,Shopping,Flipkart,Flipkart,63031.75,63031.75,24.0,No,No,Yes,Yes,12573.52,4,2026-04-29 06:32:17
INT007878,USER00216,Ride,Rapido,Rapido,292.57,292.57,0.07,Yes,No,Yes,Yes,233.68,4,2026-07-27 01:02:10
INT007879,USER00542,Shopping,Flipkart,Flipkart,15535.9,15535.9,24.0,No,No,Yes,Yes,808.08,5,2026-03-13 05:30:31
INT007880,USER00156,Food,Zomato,Zomato,314.11,314.11,0.3,No,No,Yes,Yes,10.88,5,2026-06-14 10:10:02
INT007881,USER00020,Shopping,Ajio,Ajio,1945.32,1945.32,48.0,No,No,Yes,Yes,277.98,5,2026-05-31 12:13:43
INT007882,USER00839,Shopping,Ajio,Ajio,2783.67,2783.67,168.0,No,No,No,Yes,456.78,4,2026-06-17 02:19:59
INT007883,USER00005,Food,Zomato,Zomato,95.21,95.21,0.47,No,No,Yes,Yes,147.85,5,2026-02-07 18:06:50
INT007884,USER02171,Ride,Uber,Uber,184.56,184.56,0.03,No,No,Yes,Yes,19.38,4,2026-04-06 23:30:51
INT007885,USER02271,Medicine,PharmEasy,PharmEasy,83.82,83.82,28.8,Yes,Yes,Yes,Yes,53.6,4,2026-05-19 02:43:47
INT007886,USER00615,Ride,Ola,Rapido,127.46,130.26,0.1,Yes,Yes,No,Yes,0.0,4,2026-06-26 13:47:01
INT007887,USER00476,Ride,Ola,Ola,194.48,194.48,0.1,No,Yes,No,Yes,4.94,3,2026-04-09 18:26:31
INT007888,USER01948,Medicine,PharmEasy,PharmEasy,76.58,76.58,35.6,Yes,Yes,Yes,Yes,37.88,5,2026-06-01 07:25:10
INT007889,USER00011,Shopping,Flipkart,Flipkart,2424.2,2424.2,72.0,Yes,No,Yes,Yes,0.0,5,2026-07-10 18:57:27
INT007890,USER02389,Shopping,Flipkart,Flipkart,39479.14,39479.14,96.0,Yes,Yes,No,No,12573.03,2,2026-02-07 15:11:56
INT007891,USER01752,Food,Zomato,Zomato,267.67,267.67,0.48,No,No,Yes,Yes,14.83,5,2026-06-03 07:39:40
INT007892,USER00012,Food,Zomato,Zomato,250.58,250.58,0.77,No,No,Yes,Yes,229.05,5,2026-07-14 04:02:30
INT007893,USER00569,Food,Swiggy,Zomato,184.37,194.49,0.75,No,No,No,Yes,0.0,4,2026-05-17 20:03:40
INT007894,USER02454,Food,Swiggy,Swiggy,200.44,200.44,0.38,No,No,Yes,No,48.74,2,2026-03-09 23:50:23
INT007895,USER00503,Medicine,Apollo,Apollo,71.54,71.54,6.7,No,No,No,No,11.67,2,2026-04-25 11:05:50
INT007896,USER01080,Food,Swiggy,Swiggy,126.95,126.95,0.27,Yes,No,No,Yes,9.9,4,2026-02-18 05:11:27
INT007897,USER02879,Shopping,Flipkart,Flipkart,865.28,865.28,48.0,Yes,No,Yes,Yes,322.47,3,2026-05-29 02:25:31
INT007898,USER02049,Shopping,Amazon,Amazon,24687.56,24687.56,48.0,Yes,No,No,Yes,6670.55,4,2026-04-14 04:26:42
INT007899,USER00447,Ride,Rapido,Rapido,97.94,97.94,0.15,No,Yes,Yes,Yes,42.11,5,2026-03-31 06:28:31
INT007900,USER00032,Medicine,Netmeds,Apollo,123.95,155.64,26.0,Yes,No,Yes,No,0.0,3,2026-05-31 04:53:50
INT007901,USER02575,Food,Zomato,Zomato,211.04,211.04,0.52,Yes,No,Yes,Yes,29.6,5,2026-07-13 18:42:28
INT007902,USER02291,Ride,Rapido,Rapido,220.71,220.71,0.15,No,No,Yes,Yes,24.3,5,2026-02-17 23:37:33
INT007903,USER02650,Food,Swiggy,Swiggy,213.46,213.46,0.65,No,No,Yes,Yes,134.08,5,2026-05-18 23:30:59
INT007904,USER00035,Food,Zomato,Zomato,85.5,85.5,0.55,No,Yes,Yes,Yes,38.81,5,2026-07-07 00:49:39
INT007905,USER00173,Ride,Rapido,Rapido,196.21,196.21,0.13,No,No,Yes,Yes,158.12,5,2026-06-13 10:06:46
INT007906,USER00887,Food,Swiggy,Swiggy,278.25,278.25,0.65,Yes,No,No,Yes,53.85,5,2026-03-18 15:37:29
INT007907,USER02923,Food,Zomato,Swiggy,204.13,281.49,0.63,No,No,Yes,Yes,0.0,5,2026-04-18 22:01:41
INT007908,USER00182,Shopping,Amazon,Amazon,16992.39,16992.39,168.0,Yes,No,Yes,Yes,7250.81,5,2026-04-25 19:27:13
INT007909,USER02124,Food,Zomato,Zomato,169.21,169.21,0.3,No,Yes,Yes,No,128.69,2,2026-07-06 04:20:45
INT007910,USER00046,Food,Zomato,Zomato,361.69,361.69,0.83,No,No,Yes,Yes,117.02,5,2026-04-09 06:57:12
INT007911,USER02787,Ride,Ola,Ola,464.99,464.99,0.12,Yes,No,No,Yes,182.58,4,2026-06-20 13:39:44
INT007912,USER01352,Medicine,PharmEasy,Netmeds,81.77,100.69,114.8,No,No,Yes,Yes,26.17,4,2026-05-06 01:15:59
INT007913,USER01391,Shopping,Amazon,Amazon,798.01,798.01,96.0,No,No,Yes,Yes,55.24,4,2026-04-29 06:25:52
INT007914,USER00267,Food,Zomato,Zomato,143.92,143.92,0.62,No,Yes,Yes,Yes,8.88,5,2026-07-22 18:57:51
INT007915,USER00036,Food,Zomato,Zomato,221.99,221.99,0.6,No,No,Yes,Yes,15.71,5,2026-05-27 09:56:47
INT007916,USER00207,Food,Swiggy,Swiggy,156.5,156.5,0.58,No,No,No,Yes,77.51,5,2026-07-05 07:52:23
INT007917,USER01943,Ride,Uber,Uber,192.18,192.18,0.05,No,No,Yes,Yes,73.07,5,2026-04-12 10:14:00
INT007918,USER02064,Medicine,PharmEasy,PharmEasy,84.45,84.45,38.1,No,Yes,Yes,Yes,14.54,5,2026-04-28 06:04:05
INT007919,USER00887,Shopping,Ajio,Ajio,1102.43,1102.43,48.0,No,No,Yes,Yes,672.12,5,2026-06-04 15:23:32
INT007920,USER00013,Shopping,Amazon,Amazon,2930.85,2930.85,24.0,No,No,Yes,Yes,564.98,5,2026-07-04 05:06:20
